Bruvs,Spec,SumOfMAXNUM,CRUISENUM,LOCATION,FAMILY,GENUS,SPECIES,CAABCODE,STAGE,TIMEFIRSTSEEN,TIMEMAXNUMSEEN,TIMEFIRSTFEED,ACTIVITY,TAPEREADER
"DEH_2, 6",Apolemichthys trimaculatus,1,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,11.46667,11.46667,,P,Ross Marriott
"DEH_2, 5",Pomacanthus imperator,1,30,Ashmore Reef,Pomacanthidae,Pomacanthus,imperator,37365014,AD,27.26667,27.26667,,P,Ross Marriott
"DEH_2, 4",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,3.01666,3.01666,,P,Ross Marriott
"DEH_2, 1",Melichthys vidua,1,30,Ashmore Reef,Balistidae,Melichthys,vidua,37465058,AD,16.48333,16.48333,,P,Ross Marriott
"DEH_2, 4",Lethrinus rubrioperculatus,10,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,2.05,9.88333,4.16666,F,Ross Marriott
"DEH_2, 4",Naso annulatus,2,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,1.6,3.68333,,P,Ross Marriott
"DEH_2, 4",Naso lituratus,2,30,Ashmore Reef,Acanthuridae,Naso,lituratus,37437029,AD,3.85,3.85,,P,Ross Marriott
"DEH_2, 4",Pomacentrus coelestis,10,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,1.05,1.08333,,P,Ross Marriott
"DEH_2, 4",Siganus argenteus,10,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,3.66666,31.58333,,P,Ross Marriott
"DEH_2, 4",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,2.75,2.75,,P,Ross Marriott
"DEH_2, 5",Lutjanus bohar,1,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,JUV,21.86667,21.86667,,P,Ross Marriott
"DEH_2, 4",Unknown sp5,1,30,Ashmore Reef,Muraenidae,Unknown,sp5,37990544,AD,21.83333,21.83333,,"P,CO",Ross Marriott
"DEH_2, 6",Chaetodon kleinii,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,kleinii,37365040,AD,40.48333,40.48333,,P,Ross Marriott
"DEH_2, 5",Acanthurus auranticavus,4,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,3.23333,3.41666,,P,Ross Marriott
"DEH_2, 5",Acanthurus olivaceus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,4.51666,4.61666,,P,Ross Marriott
"DEH_2, 5",Apolemichthys trimaculatus,2,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,3.3,3.38333,,P,Ross Marriott
"DEH_2, 5",Cephalopholis urodeta,1,30,Ashmore Reef,Serranidae,Cephalopholis,urodeta,37311142,AD,8.9,8.9,,P,Ross Marriott
"DEH_2, 5",Chaetodon auriga,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,22.51667,22.61667,,P,Ross Marriott
"DEH_2, 5",Chaetodon kleinii,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,kleinii,37365040,AD,16.01667,16.08333,,P,Ross Marriott
"DEH_2, 5",Cheilinus chlorourus,1,30,Ashmore Reef,Labridae,Cheilinus,chlorourus,37384064,AD,32.9,32.9,,P,Ross Marriott
"DEH_2, 4",Unknown sp1,1,30,Ashmore Reef,Gobiidae,Unknown,sp1,37990543,AD,14.41667,14.41667,,P,Ross Marriott
"DEH_3, 1",Lutjanus bohar,1,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,JUV,14.31667,14.31667,,P,Ross Marriott
"DEH_3, 1",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,0.98333,0.98333,,P,Ross Marriott
"DEH_3, 1",Acanthurus olivaceus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,5.7,46.98333,,P,Ross Marriott
"DEH_3, 1",Acanthurus olivaceus,5,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,JUV,1.43333,1.43333,,P,Ross Marriott
"DEH_3, 1",Acanthurus pyroferus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,pyroferus,37437017,AD,5.18333,5.18333,,P,Ross Marriott
"DEH_3, 1",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,AD,30.48333,30.48333,,P,Ross Marriott
"DEH_3, 1",Centropyge bicolor,3,30,Ashmore Reef,Pomacanthidae,Centropyge,bicolor,37365022,AD,1,28.53333,,P,Ross Marriott
"DEH_3, 1",Chaetodon ephippium,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ephippium,37365037,AD,51.45,51.45,,P,Ross Marriott
"DEH_2, 6",Cephalopholis sp1,1,30,Ashmore Reef,Serranidae,Cephalopholis,sp1,37990546,AD,11.01667,11.01667,,P,Ross Marriott
"DEH_3, 1",Lethrinus rubrioperculatus,4,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,5.21666,6.28333,30.3,F,Ross Marriott
"DEH_2, 6",Unknown sp17,1,30,Ashmore Reef,Scaridae,Unknown,sp17,37991825,AD,3.03333,3.03333,,P,Ross Marriott
"DEH_3, 1",Lutjanus decussatus,2,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,1.38333,2.61666,,P,Ross Marriott
"DEH_3, 1",Lutjanus gibbus,1,30,Ashmore Reef,Lutjanidae,Lutjanus,gibbus,37346028,AD,21.58333,21.58333,,"P,SC",Ross Marriott
"DEH_3, 1",Malacanthus latovittatus,2,30,Ashmore Reef,Malacanthidae,Malacanthus,latovittatus,37331010,AD,1.01666,1.9,,P,Ross Marriott
"DEH_3, 1",Naso annulatus,30,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,16.81667,16.81667,,P,Ross Marriott
"DEH_3, 1",Naso lituratus,1,30,Ashmore Reef,Acanthuridae,Naso,lituratus,37437029,AD,21.43333,21.43333,,P,Ross Marriott
"DEH_3, 1",Parupeneus barberinus,1,30,Ashmore Reef,Mullidae,Parupeneus,barberinus,37355022,AD,15.56667,15.56667,,P,Ross Marriott
"DEH_1, 1",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,26.35,26.35,,P,Ross Marriott
"DEH_3, 1",Hologymnosus doliatus,1,30,Ashmore Reef,Labridae,Hologymnosus,doliatus,37384127,AD,16.15,16.15,,P,Ross Marriott
"DEH_2, 6",Melichthys vidua,1,30,Ashmore Reef,Balistidae,Melichthys,vidua,37465058,AD,33.15,33.15,,P,Ross Marriott
"DEH_2, 4",Chrysiptera tricincta,2,30,Ashmore Reef,Pomacentridae,Chrysiptera,tricincta,37372071,AD,1.8,1.83333,,P,Ross Marriott
"DEH_2, 6",Chaetodon ulietensis,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,ulietensis,37365060,AD,46.91667,47,,P,Ross Marriott
"DEH_2, 6",Cirrhilabrus sp,1,30,Ashmore Reef,Labridae,Cirrhilabrus,sp,37384910,AD,2.05,2.05,,P,Ross Marriott
"DEH_2, 6",Echeneis naucrates,1,30,Ashmore Reef,Echeneidae,Echeneis,naucrates,37336001,AD,6.41666,6.41666,,P,Ross Marriott
"DEH_2, 6",Hologymnosus doliatus,1,30,Ashmore Reef,Labridae,Hologymnosus,doliatus,37384127,AD,41.41667,41.41667,,P,Ross Marriott
"DEH_2, 6",Lethrinus rubrioperculatus,5,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,3.15,9.23333,,P,Ross Marriott
"DEH_2, 6",Lutjanus bohar,1,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,JUV,4.91666,4.91666,,P,Ross Marriott
"DEH_2, 6",Zanclus cornutus,3,30,Ashmore Reef,Zanclidae,Zanclus,cornutus,37437001,AD,24.95,28.13333,,P,Ross Marriott
"DEH_2, 6",Lutjanus gibbus,3,30,Ashmore Reef,Lutjanidae,Lutjanus,gibbus,37346028,AD,6.78333,10.28333,8.86666,F,Ross Marriott
"DEH_2, 6",Variola albimarginata,2,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,5.01666,45.28333,53.36666,F,Ross Marriott
"DEH_2, 6",Parupeneus multifasciatus,1,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,3.15,3.15,,P,Ross Marriott
"DEH_2, 6",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,28.33333,28.33333,38.18333,F,Ross Marriott
"DEH_2, 6",Pomacentrus coelestis,2,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,3.05,3.08333,,P,Ross Marriott
"DEH_2, 6",Pomacentrus imitator,2,30,Ashmore Reef,Pomacentridae,Pomacentrus,imitator,37372113,AD,1.75,1.83333,,P,Ross Marriott
"DEH_2, 6",Siganus argenteus,1,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,18.3,18.3,,P,Ross Marriott
"DEH_2, 6",Sufflamen fraenatum,2,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,3.55,55.1,50.75,F,Ross Marriott
"DEH_2, 6",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,6.4,6.4,6.71666,F,Ross Marriott
"DEH_2, 6",Cephalopholis urodeta,1,30,Ashmore Reef,Serranidae,Cephalopholis,urodeta,37311142,AD,37.95,37.95,,P,Ross Marriott
"DEH_2, 6",Lutjanus decussatus,3,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,3.13333,18.33333,,P,Ross Marriott
"DEH_2, 2",Lutjanus bohar,1,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,JUV,4.23333,4.23333,,P,Ross Marriott
"DEH_2, 4",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,40.78333,40.78333,,P,Ross Marriott
"DEH_2, 2",Caranx lugubris,1,30,Ashmore Reef,Carangidae,Caranx,lugubris,37337053,AD,11.53333,11.53333,,P,Ross Marriott
"DEH_2, 2",Caranx melampygus,1,30,Ashmore Reef,Carangidae,Caranx,melampygus,37337050,AD,23.15,23.15,,P,Ross Marriott
"DEH_2, 2",Chaetodon auriga,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,29.46667,29.46667,,P,Ross Marriott
"DEH_2, 2",Chaetodon lunula,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,lunula,37365042,AD,29.3,29.3,,P,Ross Marriott
"DEH_2, 2",Chromis sp2,3,30,Ashmore Reef,Pomacentridae,Chromis,sp2,37990527,AD,7.35,7.75,,P,Ross Marriott
"DEH_2, 2",Lethrinus atkinsoni,1,30,Ashmore Reef,Lethrinidae,Lethrinus,atkinsoni,37351013,AD,31.98333,31.98333,34.48333,F,Ross Marriott
"DEH_2, 2",Apolemichthys trimaculatus,1,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,36.05,36.05,,P,Ross Marriott
"DEH_2, 2",Lethrinus rubrioperculatus,7,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,11.23333,32.73333,11.33333,F,Ross Marriott
"DEH_2, 2",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,8.06666,8.06666,,P,Ross Marriott
"DEH_2, 2",Lutjanus decussatus,2,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,14.26667,24.83333,45.46667,"F,SC",Ross Marriott
"DEH_2, 2",Melichthys vidua,1,30,Ashmore Reef,Balistidae,Melichthys,vidua,37465058,AD,14.01667,14.01667,,P,Ross Marriott
"DEH_2, 2",Naso annulatus,1,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,34.1,34.1,,P,Ross Marriott
"DEH_2, 2",Naso brevirostris,5,30,Ashmore Reef,Acanthuridae,Naso,brevirostris,37437026,AD,22.56667,26.68333,,P,Ross Marriott
"DEH_2, 2",Naso lituratus,1,30,Ashmore Reef,Acanthuridae,Naso,lituratus,37437029,AD,33.16667,33.16667,,P,Ross Marriott
"DEH_2, 2",Parupeneus barberinoides,1,30,Ashmore Reef,Mullidae,Parupeneus,barberinoides,37355021,AD,9.9,9.9,,P,Ross Marriott
"DEH_2, 2",Parupeneus multifasciatus,1,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,34.3,34.3,,P,Ross Marriott
"DEH_2, 2",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,11.3,11.3,,P,Ross Marriott
"DEH_2, 1",Siganus virgatus,1,30,Ashmore Reef,Siganidae,Siganus,virgatus,37438016,AD,45.78333,45.78333,,P,Ross Marriott
"DEH_13, 2",Naso brachycentron,1,30,Ashmore Reef,Acanthuridae,Naso,brachycentron,37437025,AD,28.11667,28.11667,,P,Ross Marriott
"DEH_2, 1",Neotrygon australiae,1,30,Ashmore Reef,Dasyatidae,Neotrygon,australiae,37035004,AD,33,33,,P,Ross Marriott
"DEH_2, 1",Parupeneus multifasciatus,1,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,5.3,5.3,,P,Ross Marriott
"DEH_2, 1",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,15.28333,15.28333,,P,Ross Marriott
"DEH_2, 1",Platax orbicularis,3,30,Ashmore Reef,Ephippidae,Platax,orbicularis,37362007,AD,31.66667,31.76667,,P,Ross Marriott
"DEH_2, 1",Pomacanthus imperator,1,30,Ashmore Reef,Pomacanthidae,Pomacanthus,imperator,37365014,AD,1.23333,1.23333,,P,Ross Marriott
"DEH_2, 1",Pomacentrus bankanensis,2,30,Ashmore Reef,Pomacentridae,Pomacentrus,bankanensis,37372108,AD,1.15,30.33333,,P,Ross Marriott
"DEH_2, 2",Aprion virescens,2,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,14.61667,52.23333,,P,Ross Marriott
"DEH_2, 1",Siganus argenteus,5,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,8.71666,45.46667,,P,Ross Marriott
"DEH_2, 2",Pomacentrus coelestis,20,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,24.68333,52.18333,,P,Ross Marriott
"DEH_2, 1",Thalassoma lunare,1,30,Ashmore Reef,Labridae,Thalassoma,lunare,37384167,AD,59.16667,59.16667,,P,Ross Marriott
"DEH_2, 1",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,25.05,25.05,,P,Ross Marriott
"DEH_2, 1",Unknown sp3,1,30,Ashmore Reef,Muraenidae,Unknown,sp3,37991845,AD,56.51667,56.51667,,P,Ross Marriott
"DEH_2, 1",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,2.33333,2.33333,,P,Ross Marriott
"DEH_2, 1",Zanclus cornutus,2,30,Ashmore Reef,Zanclidae,Zanclus,cornutus,37437001,AD,18.65,27.71667,,P,Ross Marriott
"DEH_2, 2",Acanthurus auranticavus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,2.61666,2.66666,,P,Ross Marriott
"DEH_2, 2",Acanthurus nigricans,1,30,Ashmore Reef,Acanthuridae,Acanthurus,nigricans,37437012,AD,11.23333,11.23333,,P,Ross Marriott
"DEH_2, 1",Scolopsis bilineata,1,30,Ashmore Reef,Nemipteridae,Scolopsis,bilineata,37347031,AD,7.13333,7.13333,,P,Ross Marriott
"DEH_2, 4",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,5.63333,5.63333,,P,Ross Marriott
"DEH_2, 3",Parupeneus multifasciatus,3,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,4.4,4.53333,,P,Ross Marriott
"DEH_2, 3",Pomacanthus imperator,1,30,Ashmore Reef,Pomacanthidae,Pomacanthus,imperator,37365014,AD,15.7,15.7,,P,Ross Marriott
"DEH_2, 3",Pomacentrus bankanensis,3,30,Ashmore Reef,Pomacentridae,Pomacentrus,bankanensis,37372108,AD,2.11666,2.18333,,P,Ross Marriott
"DEH_2, 3",Pomacentrus coelestis,35,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,1.71666,2.11666,2.16666,F,Ross Marriott
"DEH_2, 3",Scolopsis xenochrous,4,30,Ashmore Reef,Nemipteridae,Scolopsis,xenochrous,37347035,AD,3.4,3.58333,,P,Ross Marriott
"DEH_2, 3",Sufflamen fraenatum,2,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,2.31666,15.61667,,P,Ross Marriott
"DEH_2, 3",Unknown sp,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp,39125000,AD,14.7,14.7,,P,Ross Marriott
"DEH_2, 2",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,12.2,12.2,,"P,SC",Ross Marriott
"DEH_2, 3",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,2.76666,2.76666,,P,Ross Marriott
"DEH_2, 3",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,15.21667,15.21667,,P,Ross Marriott
"DEH_2, 4",Acanthurus olivaceus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,1.73333,1.78333,,P,Ross Marriott
"DEH_2, 4",Apolemichthys trimaculatus,2,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,26.76667,55.58333,,P,Ross Marriott
"DEH_2, 4",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,6.1,6.1,,P,Ross Marriott
"DEH_2, 4",Carangoides plagiotaenia,1,30,Ashmore Reef,Carangidae,Carangoides,plagiotaenia,37337070,AD,10.31667,10.31667,,P,Ross Marriott
"DEH_2, 4",Caranx melampygus,1,30,Ashmore Reef,Carangidae,Caranx,melampygus,37337050,AD,40.85,40.85,,P,Ross Marriott
"DEH_2, 4",Chaetodon auriga,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,40.45,40.45,,P,Ross Marriott
"DEH_2, 4",Chaetodon lunula,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lunula,37365042,AD,14.38333,14.46667,,P,Ross Marriott
"DEH_2, 3",Unknown sp3,1,30,Ashmore Reef,Pomacentridae,Unknown,sp3,37992089,AD,27.01667,27.01667,,P,Ross Marriott
"DEH_2, 3",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,16.13333,16.13333,,P,Ross Marriott
"DEH_2, 1",Monotaxis grandoculis,1,30,Ashmore Reef,Lethrinidae,Monotaxis,grandoculis,37351026,AD,6.25,6.25,,P,Ross Marriott
"DEH_2, 2",Pseudochromis sp3,1,30,Ashmore Reef,Pseudochromidae,Pseudochromis,sp3,37990526,AD,7.21666,7.21666,,P,Ross Marriott
"DEH_2, 2",Siganus argenteus,15,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,9.38333,9.66666,23.73333,F,Ross Marriott
"DEH_2, 2",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,61.3,61.3,,P,Ross Marriott
"DEH_2, 2",Unknown sp16,1,30,Ashmore Reef,Scaridae,Unknown,sp16,37990528,AD,9.35,9.35,,P,Ross Marriott
"DEH_2, 2",Unknown sp3,15,30,Ashmore Reef,Pomacentridae,Unknown,sp3,37992089,AD,1.88333,1.95,,P,Ross Marriott
"DEH_2, 2",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,35.55,35.55,,P,Ross Marriott
"DEH_2, 3",Naso annulatus,9,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,16.96667,17.98333,,P,Ross Marriott
"DEH_2, 3",Apolemichthys trimaculatus,1,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,7.61666,7.61666,,P,Ross Marriott
"DEH_2, 3",Lethrinus rubrioperculatus,5,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,1.96666,31.98333,,P,Ross Marriott
"DEH_2, 3",Caranx lugubris,1,30,Ashmore Reef,Carangidae,Caranx,lugubris,37337053,AD,24.33333,24.33333,,P,Ross Marriott
"DEH_2, 3",Chaetodon auriga,3,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,30.71667,31.01667,,P,Ross Marriott
"DEH_2, 3",Chaetodon ephippium,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,ephippium,37365037,AD,4.5,4.5,,P,Ross Marriott
"DEH_2, 3",Chaetodon kleinii,3,30,Ashmore Reef,Chaetodontidae,Chaetodon,kleinii,37365040,AD,4.23333,5.1,,P,Ross Marriott
"DEH_2, 3",Chaetodon lineolatus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lineolatus,37365041,AD,4.55,5.33333,,P,Ross Marriott
"DEH_2, 3",Chaetodon ornatissimus,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,ornatissimus,37365047,AD,27.1,27.1,,P,Ross Marriott
"DEH_2, 3",Fistularia sp,1,30,Ashmore Reef,Fistulariidae,Fistularia,sp,37278900,AD,19.58333,19.58333,,P,Ross Marriott
"DEH_2, 2",Platax orbicularis,1,30,Ashmore Reef,Ephippidae,Platax,orbicularis,37362007,AD,6.63333,6.63333,,P,Ross Marriott
"DEH_2, 3",Acanthurus olivaceus,15,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,3.91666,32.38334,,P,Ross Marriott
"DEH_1, 6",Unknown sp13,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp13,37990570,AD,28.56667,28.56667,,P,Ross Marriott
"DEH_1, 5",Carangoides fulvoguttatus,1,30,Ashmore Reef,Carangidae,Carangoides,fulvoguttatus,37337037,AD,24.03333,24.03333,,P,Ross Marriott
"DEH_1, 6",Parupeneus multifasciatus,3,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,14.46667,14.51667,,P,Ross Marriott
"DEH_1, 6",Parupeneus pleurostigma,1,30,Ashmore Reef,Mullidae,Parupeneus,pleurostigma,37355027,AD,51.6,51.6,,P,Ross Marriott
"DEH_1, 6",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,16.46667,16.46667,,P,Ross Marriott
"DEH_1, 6",Plectropomus laevis,1,30,Ashmore Reef,Serranidae,Plectropomus,laevis,37311079,AD,1.65,1.65,,P,Ross Marriott
"DEH_1, 6",Pomacanthus semicirculatus,1,30,Ashmore Reef,Pomacanthidae,Pomacanthus,semicirculatus,37365080,AD,13.28333,13.28333,,P,Ross Marriott
"DEH_1, 6",Scolopsis xenochrous,5,30,Ashmore Reef,Nemipteridae,Scolopsis,xenochrous,37347035,AD,14.15,15.35,17.15,F,Ross Marriott
"DEH_1, 6",Naso vlamingii,1,30,Ashmore Reef,Acanthuridae,Naso,vlamingii,37437032,AD,4.33333,4.33333,,P,Ross Marriott
"DEH_1, 6",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,2.38333,2.38333,,P,Ross Marriott
"DEH_1, 6",Malacanthus brevirostris,1,30,Ashmore Reef,Malacanthidae,Malacanthus,brevirostris,37331009,AD,2.53333,2.53333,,P,Ross Marriott
"DEH_1, 6",Unknown sp22,1,30,Ashmore Reef,Scaridae,Unknown,sp22,37990567,AD,1.86666,1.86666,,P,Ross Marriott
"DEH_10, 1",Aethaloperca rogaa,2,30,Ashmore Reef,Serranidae,Aethaloperca,rogaa,37311134,AD,7.31666,12.65,11.55,"F,CO",Ross Marriott
"DEH_10, 1",Apolemichthys trimaculatus,2,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,12.78333,22.48333,,P,Ross Marriott
"DEH_10, 1",Balistoides conspicillum,1,30,Ashmore Reef,Balistidae,Balistoides,conspicillum,37465031,AD,2.03333,2.03333,,P,Ross Marriott
"DEH_10, 1",Balistoides viridescens,1,30,Ashmore Reef,Balistidae,Balistoides,viridescens,37465048,AD,46.58333,46.58333,,P,Ross Marriott
"DEH_10, 1",Caranx lugubris,1,30,Ashmore Reef,Carangidae,Caranx,lugubris,37337053,AD,43.63334,43.63334,,P,Ross Marriott
"DEH_10, 1",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,AD,58.03333,58.03333,,P,Ross Marriott
"DEH_1, 6",Siganus corallinus,2,30,Ashmore Reef,Siganidae,Siganus,corallinus,37438008,AD,1.95,2.11666,,P,Ross Marriott
"DEH_1, 6",Acanthurus dussumieri,1,30,Ashmore Reef,Acanthuridae,Acanthurus,dussumieri,37437008,AD,29.48333,29.48333,,P,Ross Marriott
"DEH_10, 2",Lethrinus amboinensis,2,30,Ashmore Reef,Lethrinidae,Lethrinus,amboinensis,37351024,AD,40.81667,58.7,54.81667,F,Ross Marriott
"DEH_1, 5",Cirrhilabrus sp1,10,30,Ashmore Reef,Labridae,Cirrhilabrus,sp1,37990568,AD,22.28333,22.53333,22.45,F,Ross Marriott
"DEH_1, 5",Gymnocranius grandoculis,2,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,JUV,17.35,32.2,,P,Ross Marriott
"DEH_1, 5",Gymnosarda unicolor,2,30,Ashmore Reef,Scombridae,Gymnosarda,unicolor,37441029,AD,55.26667,55.63334,,P,Ross Marriott
"DEH_1, 5",Iniistius pavo,1,30,Ashmore Reef,Labridae,Iniistius,pavo,37384177,AD,18.13333,18.13333,18.16667,F,Ross Marriott
"DEH_1, 5",Lethrinus amboinensis,1,30,Ashmore Reef,Lethrinidae,Lethrinus,amboinensis,37351024,AD,21.25,21.25,,P,Ross Marriott
"DEH_1, 5",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,17.88333,17.88333,,P,Ross Marriott
"DEH_1, 6",Parapercis nebulosa,1,30,Ashmore Reef,Pinguipedidae,Parapercis,nebulosa,37390005,AD,4.98333,4.98333,,P,Ross Marriott
"DEH_1, 6",Acanthurus auranticavus,7,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,5.4,29.38333,,P,Ross Marriott
"DEH_10, 1",Chromis nitida,1,30,Ashmore Reef,Pomacentridae,Chromis,nitida,37372049,AD,21.16667,21.16667,,P,Ross Marriott
"DEH_1, 6",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,48.33333,48.33333,,P,Ross Marriott
"DEH_1, 6",Caranx lugubris,1,30,Ashmore Reef,Carangidae,Caranx,lugubris,37337053,AD,8.26666,8.26666,,P,Ross Marriott
"DEH_1, 6",Cirrhilabrus punctatus,10,30,Ashmore Reef,Labridae,Cirrhilabrus,punctatus,37384083,AD,21.88333,41.8,,P,Ross Marriott
"DEH_1, 6",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,30.51667,30.51667,,P,Ross Marriott
